,0
TP53_mut,0.23226649979943526
MMR_defect,0.03547501845515873
APC_mut,0.02018959569187003
KRAS_mut,-0.0061269150521330515
Sex_bin,-0.018980480182215896
BMI,-0.1667487208470473
